age,educ,black,hisp,married,re74,re75,unem75,unem74,agesq,avgre,travgre,unem78,em78,Z_voucher,treat_itemC,re78_c
43,17,0,0,1,0,42.251602,0,1,1849,21.125801,0,0,1,1,1,37.403023
32,17,0,0,1,0,46.548397,0,1,1024,23.274199,0,0,1,0,1,37.570435
44,12,0,0,1,0,71.6129,0,1,1936,35.80645,0,0,1,0,0,24.575262
32,16,0,0,1,.57798404,6.9106498,0,0,1024,3.7443168,0,0,1,0,0,22.709061
22,13,0,0,0,.78370696,0,1,0,484,.39185348,0,0,1,1,1,0
35,15,0,0,1,.97963297,.53709698,0,0,1225,.75836498,0,1,0,0,1,8.382865
26,15,0,0,0,.97963297,1.87984,0,0,676,1.4297365,0,0,1,0,0,14.4877
29,17,0,0,1,.97963297,8.9516106,0,0,841,4.9656219,0,1,0,0,0,11.531279
19,12,0,0,1,1.1540101,8.5935497,0,0,361,4.8737798,0,0,1,1,1,21.264847
48,16,0,0,1,1.24022,1.46627,0,0,2304,1.353245,0,0,1,0,0,16.534645
48,16,0,0,1,1.24022,1.46627,0,0,2304,1.353245,0,0,1,0,1,0
24,17,0,0,1,1.37149,0,1,0,576,.685745,0,0,1,0,1,18.98078
27,16,0,0,1,1.46945,1.25323,0,0,729,1.36134,0,0,1,0,0,15.404627
21,14,0,0,0,1.50668,2.6854799,0,0,441,2.0960798,0,0,1,0,0,9.0114431
53,13,0,0,1,1.56741,3.93871,0,0,2809,2.7530599,0,0,1,0,0,15.18516
53,13,0,0,1,1.56741,3.93871,0,0,2809,2.7530599,0,0,1,0,0,15.109182
53,16,0,0,1,1.66538,0,1,0,2809,.83269,0,0,1,0,1,9.5231686
22,15,0,0,1,1.76334,5.3709702,0,0,484,3.5671551,0,0,1,0,1,20.256235
21,15,0,0,0,1.76334,9.6677399,0,0,441,5.7155399,0,0,1,0,1,10.067485
30,12,0,0,1,1.95927,1.7903199,0,0,900,1.874795,0,0,1,0,0,8.5371218
27,16,0,0,1,1.95927,17.545198,0,0,729,9.7522345,0,0,1,1,1,20.877354
22,15,0,0,0,1.9671,2.8645201,0,0,484,2.4158101,0,0,1,1,1,13.795115
23,13,0,0,1,2.15519,5.3709702,0,0,529,3.7630801,0,0,1,0,0,10.107168
33,12,0,0,1,2.3511202,0,1,0,1089,1.1755601,0,0,1,0,1,17.861731
24,13,0,0,0,2.3511202,3.1276898,0,0,576,2.7394052,0,0,1,1,1,17.318022
22,16,0,0,0,2.3511202,23.274199,0,0,484,12.812659,0,0,1,0,0,36.285847
19,12,0,0,1,2.54705,10.7419,0,0,361,6.644475,0,1,0,1,1,13.571624
22,15,0,0,1,2.54705,17.187099,0,0,484,9.867075,0,0,1,0,0,25.314337
43,14,0,0,1,2.64501,0,1,0,1849,1.322505,0,0,1,0,1,0
39,12,0,0,1,2.74297,7.1612902,0,0,1521,4.9521303,0,0,1,1,1,24.055071
19,14,0,0,0,2.9389,3.2225802,0,0,361,3.08074,0,1,0,1,1,23.370888
26,17,0,0,1,2.9389,12.5323,0,0,676,7.7356,0,0,1,1,1,13.506705
18,12,0,0,1,3.13483,11.1,0,0,324,7.1174154,0,0,1,1,1,18.48035
23,15,0,0,1,3.32096,2.5064499,0,0,529,2.9137049,0,0,1,0,0,9.0690145
27,12,0,0,1,3.52668,0,1,0,729,1.76334,0,0,1,0,0,5.1588097
29,17,0,0,1,3.52668,15.2177,0,0,841,9.3721905,0,0,1,1,1,20.928186
27,12,0,0,1,3.72261,.254226,0,0,729,1.988418,0,0,1,1,1,9.0869312
27,15,0,0,1,3.72261,4.65484,0,0,729,4.188725,0,0,1,0,1,18.879566
22,12,0,0,1,3.91853,15.3968,0,0,484,9.6576653,0,0,1,0,0,26.764771
26,17,0,0,0,4.1732402,11.637099,0,0,676,7.9051695,0,0,1,0,1,11.383549
20,12,0,0,1,4.31039,0,1,0,400,2.155195,0,0,1,0,1,7.1395111
30,17,0,0,1,4.31039,4.2967701,0,0,900,4.3035803,0,0,1,1,1,6.0614419
42,16,0,0,0,4.39855,17.9032,0,0,1764,11.150875,0,0,1,1,1,17.486677
21,14,0,0,1,4.50631,9.30968,0,0,441,6.9079952,0,0,1,1,1,22.843506
25,16,0,0,1,4.60428,2.95403,0,0,625,3.779155,0,1,0,0,0,20.327965
27,15,0,0,1,4.7022405,0,1,0,729,2.3511202,0,1,0,1,1,15.313531
26,17,0,0,1,4.7022405,19.693501,0,0,676,12.19787,0,0,1,1,1,26.468691
29,16,0,0,1,4.8002,17.187099,0,0,841,10.993649,0,0,1,0,0,38.26387
20,12,0,0,0,4.8119597,.716129,0,0,400,2.7640443,0,1,0,1,1,21.375408
52,12,0,0,1,4.89817,0,1,0,2704,2.449085,0,1,0,0,0,9.4681501
23,17,0,0,0,4.89817,2.1483898,0,0,529,3.5232799,0,0,1,0,1,19.913794
21,14,0,0,1,4.89817,7.1612902,0,0,441,6.0297298,0,0,1,0,1,12.622725
24,16,0,0,0,4.89817,8.9516106,0,0,576,6.9248905,0,0,1,1,0,16.550011
30,17,0,0,1,4.89817,12.084701,0,0,900,8.4914351,0,0,1,0,0,35.894703
25,17,0,0,0,4.99613,17.414499,0,0,625,11.205315,0,0,1,0,0,24.598783
21,12,0,0,1,5.09409,6.8032298,0,0,441,5.9486599,0,0,1,1,1,25.837727
28,12,0,0,1,5.09409,10.7419,0,0,784,7.9179955,0,0,1,0,0,27.08132
20,12,0,0,1,5.1822596,6.26613,0,0,400,5.7241945,0,0,1,1,1,19.991358
36,16,0,0,0,5.29002,4.8338699,0,0,1296,5.061945,0,0,1,1,1,19.910185
47,12,0,0,1,5.868,9.5137691,0,0,2209,7.6908846,0,0,1,1,1,0
24,16,0,0,1,5.8778,4.8338699,0,0,576,5.355835,0,0,1,0,1,16.295738
25,17,0,0,1,5.8778,10.562901,0,0,625,8.2203503,0,0,1,0,0,18.314875
21,16,0,0,1,5.8778,10.562901,0,0,441,8.2203503,0,0,1,0,0,19.261204
26,14,0,0,1,5.8778,13.427401,0,0,676,9.6526003,0,0,1,1,1,12.460593
20,13,0,1,1,6.07373,10.0258,0,0,400,8.0497646,0,0,1,1,1,18.071783
27,14,0,0,1,6.26965,0,1,0,729,3.134825,0,0,1,1,1,8.168108
26,12,0,0,0,6.26965,11.637099,0,0,676,8.9533749,0,0,1,1,1,14.405026
23,17,0,0,1,6.36762,5.3709702,0,0,529,5.8692951,0,1,0,1,1,3.1900046
21,12,0,0,1,6.66151,12.5323,0,0,441,9.5969048,0,0,1,1,1,39.000763
28,14,0,0,1,6.7398801,7.8774199,0,0,784,7.30865,0,0,1,0,1,10.9471
25,14,0,0,0,6.85743,1.7903199,0,0,625,4.323875,0,1,0,0,0,6.1639919
30,12,0,0,1,6.85743,3.2225802,0,0,900,5.0400052,0,0,1,0,0,19.066092
22,13,0,0,0,6.85743,6.26613,0,0,484,6.56178,0,0,1,0,0,8.8746214
23,16,0,0,1,6.85743,14.1435,0,0,529,10.500465,0,0,1,1,1,21.265823
19,13,0,0,0,6.85743,15.2177,0,0,361,11.037565,0,0,1,0,1,19.320974
21,14,0,0,1,6.9749904,11.407901,0,0,441,9.1914454,0,0,1,0,0,15.737654
29,17,0,0,1,7.05336,7.1612902,0,0,841,7.1073251,0,0,1,0,1,19.531628
27,16,0,0,1,7.05336,11.637099,0,0,729,9.3452301,0,0,1,0,1,24.961746
28,15,0,0,1,7.24929,15.2177,0,0,784,11.233495,0,0,1,0,0,19.477184
26,12,0,0,1,7.4060297,0,1,0,676,3.7030149,0,0,1,0,1,14.073825
54,12,0,0,1,7.44521,0,1,0,2916,3.722605,0,1,0,0,0,5.59935
27,15,0,0,1,7.44521,10.7419,0,0,729,9.0935555,0,0,1,1,1,28.809036
26,13,0,0,0,7.4491301,5.7290297,0,0,676,6.5890799,0,0,1,0,1,24.399321
21,12,0,0,1,7.5235801,7.93471,0,0,441,7.7291451,0,1,0,0,1,15.785236
21,13,0,0,1,7.6881599,12.7435,0,0,441,10.21583,0,0,1,0,0,15.541666
22,13,0,0,0,7.7391,3.75968,0,0,484,5.7493901,0,0,1,0,1,20.605299
27,16,0,0,0,7.83707,0,1,0,729,3.918535,0,1,0,0,1,7.4351454
37,15,0,1,1,7.83707,.179032,0,0,1369,4.0080509,0,0,1,0,0,15.704767
33,13,0,0,0,7.83707,3.5806499,0,0,1089,5.7088599,0,0,1,1,1,0
28,12,0,0,1,7.83707,4.4758101,0,0,784,6.1564398,0,0,1,0,0,18.833622
24,12,0,0,0,7.83707,5.3709702,0,0,576,6.6040201,0,0,1,1,1,26.528641
22,12,0,0,0,7.83707,7.49787,0,0,484,7.66747,0,0,1,0,0,30.391621
23,12,0,0,1,7.83707,8.9516106,0,0,529,8.3943405,0,0,1,0,1,14.04544
19,12,0,1,1,7.83707,12.5323,0,0,361,10.184685,0,0,1,1,1,12.854363
27,14,0,0,0,7.83707,14.322599,0,0,729,11.079835,0,0,1,0,1,13.709786
22,16,0,0,1,7.83707,16.1129,0,0,484,11.974985,0,0,1,0,0,32.007008
42,12,0,0,1,7.83707,16.1129,0,0,1764,11.974985,0,0,1,0,0,24.953314
20,13,0,0,0,7.83707,17.491501,0,0,400,12.664286,0,0,1,1,1,18.062456
29,13,0,0,0,7.95854,0,1,0,841,3.97927,0,1,0,0,1,8.247406
19,12,0,0,1,8.0545502,9.30968,0,0,361,8.6821156,0,0,1,0,0,17.886003
26,12,0,0,1,8.22892,13.6065,0,0,676,10.917709,0,0,1,0,0,26.498932
21,16,0,0,0,8.22892,22.379,0,0,441,15.30396,0,0,1,0,1,31.086269
29,12,0,0,1,8.3895798,5.9080601,0,0,841,7.1488199,0,0,1,1,1,6.5783277
25,12,0,0,0,8.6834698,9.1306505,0,0,625,8.9070606,0,0,1,0,0,4.7588239
21,12,0,0,1,8.8167,5.7290297,0,0,441,7.2728648,0,0,1,1,1,17.874687
22,12,0,0,1,8.8167,9.9398699,0,0,484,9.3782845,0,0,1,0,0,23.151999
22,12,0,0,1,8.8167,10.7419,0,0,484,9.7793007,0,0,1,1,1,19.922207
18,12,0,0,0,8.8167,14.322599,0,0,324,11.56965,0,0,1,1,1,15.104933
25,12,0,0,1,8.8167,16.1129,0,0,625,12.4648,0,0,1,0,0,17.525438
21,13,0,0,1,8.8167,17.9032,0,0,441,13.35995,0,0,1,0,0,26.271978
27,12,0,0,1,8.8167,44.758102,0,0,729,26.787401,0,1,0,1,1,39.481308
23,12,0,0,1,8.84021,7.1612902,0,0,529,8.0007496,0,0,1,0,0,23.767372
21,12,0,0,1,8.8676395,14.9957,0,0,441,11.931669,0,0,1,1,1,.077156797
31,17,0,0,1,9.0126295,29.465099,0,0,961,19.238865,0,0,1,1,1,35.074551
19,12,0,0,1,9.2085495,5.5500002,0,0,361,7.3792748,0,0,1,1,1,18.623102
46,12,0,0,1,9.2849693,8.5040302,0,0,2116,8.8944998,0,0,1,0,0,13.267921
24,12,0,0,1,9.37117,2.8645201,0,0,576,6.1178451,0,0,1,0,0,22.834948
20,13,0,1,0,9.4044809,0,1,0,400,4.7022405,0,0,1,0,0,25.448324
24,17,0,0,1,9.4044809,5.3709702,0,0,576,7.3877258,0,0,1,0,1,10.884768
23,12,0,0,1,9.4044809,9.1306505,0,0,529,9.2675657,0,0,1,1,1,24.269779
34,12,0,0,1,9.4044809,9.1664505,0,0,1156,9.2854652,0,0,1,1,1,19.194685
35,12,0,0,1,9.4044809,9.3132601,0,0,1225,9.3588705,0,0,1,1,1,16.609482
23,12,0,0,0,9.4044809,11.834,0,0,529,10.61924,0,0,1,0,0,27.577858
21,12,0,1,1,9.4965706,8.7725801,0,0,441,9.1345749,0,0,1,0,0,27.417141
26,12,0,0,1,9.5612202,0,1,0,676,4.7806101,0,0,1,1,1,12.100714
23,13,0,0,1,9.69837,8.5935497,0,0,529,9.1459599,0,0,1,0,0,24.085455
27,12,0,1,1,9.69837,11.279,0,0,729,10.488686,0,0,1,0,0,12.280325
50,12,0,1,1,9.7884998,9.8467693,0,0,2500,9.8176346,0,0,1,0,0,24.285213
25,12,0,0,1,9.7963305,2.6854799,0,0,625,6.2409053,0,0,1,1,1,13.663004
21,13,0,0,1,9.7963305,8.5935497,0,0,441,9.1949406,0,0,1,0,1,18.493891
19,12,0,0,1,9.7963305,9.8467693,0,0,361,9.8215504,0,0,1,1,1,29.76907
20,12,0,0,1,9.7963305,10.2048,0,0,400,10.000565,0,0,1,1,1,23.036478
32,12,0,0,1,9.7963305,11.458099,0,0,1024,10.627214,0,0,1,0,0,11.123212
24,13,0,0,1,9.7963305,11.458099,0,0,576,10.627214,0,0,1,0,1,24.6278
26,14,0,0,1,9.7963305,13.427401,0,0,676,11.611866,0,0,1,0,1,22.982685
20,12,0,0,1,9.7963305,13.427401,0,0,400,11.611866,0,0,1,0,0,23.522022
24,17,0,0,0,9.7963305,16.1129,0,0,576,12.954615,0,0,1,0,1,25.605852
21,13,0,0,0,9.7963305,16.1129,0,0,441,12.954615,0,0,1,0,0,15.493007
22,12,0,0,0,9.9511204,14.322599,0,0,484,12.13686,0,0,1,1,1,20.634739
47,12,0,0,1,9.96875,10.5235,0,0,2209,10.246125,0,0,1,1,1,20.661814
22,12,0,0,0,9.99226,15.7548,0,0,484,12.873529,0,0,1,1,1,34.768471
35,12,0,0,1,10.1882,9.30968,0,0,1225,9.7489395,0,0,1,0,0,7.1245809
49,12,0,0,1,10.231299,11.0821,0,0,2401,10.6567,0,0,1,0,0,27.110245
23,12,0,0,1,10.290099,10.562901,0,0,529,10.4265,0,0,1,0,0,22.367434
25,17,0,0,1,10.3841,22.0049,0,0,625,16.1945,0,0,1,0,0,36.241421
23,16,0,0,1,10.3841,26.854801,0,0,529,18.61945,0,0,1,1,1,29.289888
34,17,0,0,0,10.58,7.1612902,0,0,1156,8.8706455,0,0,1,0,0,21.676537
21,12,0,0,1,10.58,8.0564499,0,0,441,9.3182249,0,0,1,1,1,10.518809
23,12,0,0,1,10.776,5.3709702,0,0,529,8.0734854,0,0,1,1,1,26.821701
23,12,0,0,1,10.776,7.1612902,0,0,529,8.9686451,0,0,1,1,1,20.881382
32,17,0,0,0,10.776,7.1612902,0,0,1024,8.9686451,0,1,0,1,1,32.354092
34,12,0,0,1,10.776,11.637099,0,0,1156,11.20655,0,0,1,1,1,19.70067
29,12,0,0,1,10.776,12.5323,0,0,841,11.65415,0,0,1,0,0,29.313375
28,14,0,0,1,10.776,13.427401,0,0,784,12.1017,0,1,0,0,0,28.206144
18,12,0,0,0,10.776,14.322599,0,0,324,12.549299,0,0,1,0,1,23.349438
25,13,0,0,1,10.776,16.7395,0,0,625,13.75775,0,0,1,0,0,30.991804
26,17,0,0,1,10.776,29.182301,0,0,676,19.979151,0,0,1,0,0,26.559364
24,12,0,0,0,10.8739,15.7548,0,0,576,13.31435,0,0,1,0,1,22.404879
23,12,0,0,1,10.9719,10.2048,0,0,529,10.58835,0,0,1,0,0,25.373241
23,16,0,0,0,10.9719,18.798401,0,0,529,14.885151,0,0,1,1,1,26.555492
46,12,0,0,1,11.1678,7.1612902,0,0,2116,9.1645451,0,0,1,0,0,8.6121969
41,12,0,0,1,11.1678,10.7419,0,0,1681,10.95485,0,0,1,0,1,29.543709
19,12,0,0,1,11.201099,14.1435,0,0,361,12.6723,0,0,1,0,0,29.036045
29,12,0,0,1,11.2599,9.0411301,0,0,841,10.150515,0,0,1,0,0,9.6447859
22,12,0,0,1,11.3637,4.65484,0,0,484,8.0092697,0,0,1,0,0,16.940739
21,12,0,0,0,11.3637,9.6677399,0,0,441,10.51572,0,0,1,0,0,24.489246
27,12,0,0,1,11.3637,12.5323,0,0,729,11.948,0,0,1,0,0,24.535559
37,12,0,0,1,11.430401,11.3721,0,0,1369,11.401251,0,0,1,0,0,11.394822
44,12,0,0,1,11.5597,7.3403196,0,0,1936,9.4500103,0,0,1,1,1,13.558839
38,16,0,0,1,11.5597,7.8774199,0,0,1444,9.7185602,0,0,1,0,0,16.770252
34,12,0,0,1,11.7556,0,1,0,1156,5.8778,0,0,1,0,0,6.4975791
49,12,0,0,0,11.7556,0,1,0,2401,5.8778,0,1,0,0,0,19.808054
23,12,0,0,1,11.7556,0,1,0,529,5.8778,0,0,1,0,0,8.2433224
43,12,0,0,1,11.7556,0,1,0,1849,5.8778,0,0,1,0,0,9.4250517
28,16,0,0,0,11.7556,6.4451604,0,0,784,9.1003799,0,1,0,0,0,20.253696
53,12,0,0,1,11.7556,9.8933201,0,0,2809,10.82446,0,0,1,0,0,18.172878
21,12,0,0,1,11.7556,10.2048,0,0,441,10.9802,0,0,1,0,1,38.546783
21,12,0,0,1,11.7556,10.7419,0,0,441,11.248751,0,0,1,0,0,19.777086
24,12,0,0,1,11.7556,11.074901,0,0,576,11.415251,0,0,1,0,1,24.303938
21,12,0,0,0,11.7556,11.637099,0,0,441,11.69635,0,0,1,0,1,15.019191
23,14,0,0,1,11.7556,11.637099,0,0,529,11.69635,0,0,1,0,1,30.897554
28,12,0,0,1,11.7556,12.5323,0,0,784,12.14395,0,1,0,0,1,14.475151
28,12,0,0,1,11.7556,12.5323,0,0,784,12.14395,0,1,0,1,1,10.204348
25,17,0,0,1,11.7556,12.621799,0,0,625,12.1887,0,0,1,0,0,29.094433
23,13,0,0,1,11.7556,13.427401,0,0,529,12.5915,0,0,1,0,0,17.320648
30,12,0,0,1,11.7556,13.635099,0,0,900,12.69535,0,0,1,1,1,34.096966
23,12,0,0,1,11.7556,13.7855,0,0,529,12.77055,0,0,1,0,0,20.81415
26,12,0,0,1,11.7556,14.322599,0,0,676,13.0391,0,0,1,0,0,27.122911
26,12,0,0,1,11.7556,14.322599,0,0,676,13.0391,0,0,1,0,1,21.55341
22,12,0,0,1,11.7556,14.465799,0,0,484,13.1107,0,0,1,0,0,19.474972
28,16,0,0,1,11.7556,15.2177,0,0,784,13.48665,0,0,1,1,1,37.375618
24,16,0,0,1,11.7556,16.1129,0,0,576,13.93425,0,0,1,1,1,33.396725
19,12,0,0,0,11.7556,19.335501,0,0,361,15.54555,0,0,1,0,0,20.377525
38,14,0,0,1,11.7556,19.693501,0,0,1444,15.72455,0,1,0,0,0,18.056562
38,14,0,0,0,11.7556,21.4839,0,0,1444,16.619751,0,0,1,0,0,20.539904
45,12,0,0,1,11.771299,11.2701,0,0,2025,11.5207,0,0,1,0,0,15.274061
31,16,0,0,1,11.785,9.8467693,0,0,961,10.815885,0,0,1,0,1,21.450563
25,14,0,0,1,11.9731,14.322599,0,0,625,13.14785,0,0,1,1,1,33.724762
22,12,0,0,1,12.0515,16.0252,0,0,484,14.03835,0,0,1,1,1,41.692719
36,12,0,0,1,12.1475,13.9645,0,0,1296,13.056,0,0,1,0,0,29.756512
27,12,0,0,1,12.1475,14.322599,0,0,729,13.23505,0,0,1,1,1,17.371756
33,12,0,0,1,12.1475,16.1129,0,0,1089,14.130199,0,0,1,0,1,31.468891
27,12,0,0,1,12.1475,23.274199,0,0,729,17.71085,0,0,1,0,0,26.264936
46,12,0,0,1,12.3434,11.637099,0,0,2116,11.99025,0,0,1,1,1,19.787561
23,14,0,0,1,12.3434,12.5323,0,0,529,12.43785,0,0,1,0,1,22.302128
25,16,0,0,1,12.3434,13.6065,0,0,625,12.97495,0,0,1,1,1,8.7552214
27,14,0,0,1,12.4198,16.829,0,0,729,14.6244,0,0,1,0,0,14.255228
49,16,0,0,1,12.504,12.3532,0,0,2401,12.4286,0,0,1,0,1,22.202007
22,12,0,0,1,12.5393,12.5323,0,0,484,12.5358,0,0,1,0,0,29.707767
28,16,0,0,1,12.572599,21.4839,0,0,784,17.02825,0,0,1,0,0,32.884003
22,13,0,0,0,12.7352,12.5323,0,0,484,12.63375,0,0,1,0,1,24.567413
23,17,0,0,0,12.7352,14.322599,0,0,529,13.5289,0,0,1,1,1,40.359798
26,12,0,0,1,12.7352,14.322599,0,0,676,13.5289,0,0,1,1,1,28.879351
22,12,0,0,0,12.7352,16.1129,0,0,484,14.424049,0,0,1,1,1,19.70516
31,14,0,0,1,12.7352,17.724199,0,0,961,15.2297,0,0,1,0,0,22.340063
31,14,0,0,1,12.7352,17.724199,0,0,961,15.2297,0,0,1,0,1,20.632956
54,12,0,0,1,12.7352,17.8943,0,0,2916,15.314751,0,0,1,0,1,26.476612
19,13,0,0,1,12.7352,19.693501,0,0,361,16.21435,0,0,1,0,1,23.223812
26,17,0,0,1,12.7352,25.064501,0,0,676,18.899851,0,0,1,0,1,39.037384
28,12,0,0,1,12.8136,7.1612902,0,0,784,9.9874449,0,0,1,0,1,21.211693
20,12,0,0,1,12.9312,2.36323,0,0,400,7.6472149,0,0,1,0,1,19.593204
26,12,0,0,1,12.9312,11.1,0,0,676,12.0156,0,0,1,1,1,25.683741
25,17,0,0,1,12.9351,22.379,0,0,625,17.657049,0,0,1,0,1,28.179609
24,12,0,0,1,13.029099,13.9645,0,0,576,13.496799,0,0,1,0,0,15.306874
22,12,0,0,1,13.1271,8.9516106,0,0,484,11.039355,0,0,1,1,1,27.719959
27,17,0,0,1,13.1271,10.7419,0,0,729,11.9345,0,0,1,0,0,19.972025
26,12,0,0,1,13.1271,12.1742,0,0,676,12.65065,0,0,1,0,0,26.440329
19,12,0,0,1,13.1271,12.5323,0,0,361,12.8297,0,0,1,0,1,29.955944
29,17,0,0,1,13.1271,19.693501,0,0,841,16.410301,0,1,0,0,0,34.6875
20,12,0,0,1,13.244599,8.7725801,0,0,400,11.00859,0,0,1,0,0,21.861589
25,12,0,0,1,13.2917,14.2026,0,0,625,13.74715,0,0,1,0,0,32.464199
29,16,0,0,1,13.323,5.3709702,0,0,841,9.3469849,0,0,1,0,1,24.340982
23,14,0,0,0,13.323,12.1742,0,0,529,12.7486,0,0,1,1,1,27.424551
28,12,0,0,1,13.323,12.5323,0,0,784,12.92765,0,0,1,0,0,29.726988
30,14,0,0,1,13.323,14.322599,0,0,900,13.8228,0,0,1,0,1,21.430296
24,12,0,1,1,13.4935,16.471001,0,0,576,14.98225,0,0,1,0,1,28.91832
27,12,0,0,1,13.5973,15.8336,0,0,729,14.71545,0,0,1,0,0,30.648321
42,13,0,0,1,13.7012,0,1,0,1764,6.8506002,0,0,1,0,1,3.7260251
47,12,0,0,1,13.7149,0,1,0,2209,6.85745,0,0,1,1,1,6.324173
26,12,0,0,1,13.7149,.716129,0,0,676,7.2155147,0,0,1,0,0,24.272654
21,12,0,0,1,13.7149,3.2225802,0,0,441,8.4687405,0,0,1,0,0,16.268061
25,16,0,0,0,13.7149,6.0423398,0,0,625,9.8786201,0,1,0,1,1,32.334492
23,12,0,0,0,13.7149,10.7419,0,0,529,12.2284,0,0,1,0,0,30.939438
31,12,0,0,1,13.7149,12.5323,0,0,961,13.1236,0,0,1,1,1,17.30139
30,12,0,0,1,13.7149,12.5323,0,0,900,13.1236,0,0,1,0,0,36.184734
28,17,0,0,1,13.7149,13.427401,0,0,784,13.57115,0,0,1,0,0,22.426382
24,12,0,0,1,13.7149,13.427401,0,0,576,13.57115,0,0,1,0,0,26.884287
28,12,0,0,1,13.7149,13.6065,0,0,784,13.6607,0,0,1,0,1,20.754404
23,12,0,0,0,13.7149,14.322599,0,0,529,14.018749,0,0,1,1,1,25.23893
35,12,0,0,0,13.7149,15.0387,0,0,1225,14.376801,0,0,1,0,1,31.028326
27,14,0,0,1,13.7149,15.2177,0,0,729,14.4663,0,0,1,1,1,22.777849
23,12,0,0,1,13.7149,15.7548,0,0,529,14.73485,0,0,1,0,1,20.757769
24,12,0,0,1,13.7149,16.1129,0,0,576,14.9139,0,0,1,1,1,17.827997
33,12,0,0,1,13.7149,18.0823,0,0,1089,15.8986,0,0,1,0,0,34.282829
45,14,0,0,1,13.7149,19.102699,0,0,2025,16.4088,0,0,1,1,1,45.172165
45,14,0,0,1,13.7149,19.102699,0,0,2025,16.4088,0,0,1,1,1,7.409524
45,17,0,0,1,13.7149,23.0952,0,0,2025,18.40505,0,0,1,0,1,25.658484
23,16,0,0,0,13.7149,25.601599,0,0,529,19.658249,0,0,1,0,0,30.031488
26,17,0,0,1,13.7149,29.5403,0,0,676,21.6276,0,0,1,0,1,26.307367
21,14,0,0,1,13.8324,8.7779503,0,0,441,11.305176,0,0,1,1,1,27.137518
20,12,0,0,1,13.903,14.322599,0,0,400,14.1128,0,0,1,0,1,29.99976
29,12,0,0,1,13.9108,7.1612902,0,0,841,10.536045,0,0,1,0,1,17.553595
22,12,0,1,1,13.9108,8.6114502,0,0,484,11.261126,0,0,1,0,1,26.492205
24,12,0,0,0,13.9108,13.427401,0,0,576,13.6691,0,0,1,1,1,26.361435
27,12,0,0,1,13.9108,14.8597,0,0,729,14.38525,0,0,1,0,0,19.771646
23,12,0,0,1,14.0636,11.1,0,0,529,12.5818,0,0,1,1,1,18.369299
24,16,0,0,1,14.0675,24.706499,0,0,576,19.386999,0,0,1,0,1,36.886242
23,16,0,0,0,14.1067,6.26613,0,0,529,10.186415,0,0,1,0,0,12.804708
33,14,0,0,1,14.1067,14.322599,0,0,1089,14.214649,0,0,1,0,1,25.561066
21,12,0,0,0,14.1067,17.9032,0,0,441,16.00495,0,0,1,0,0,33.166992
23,12,0,0,1,14.1067,23.453199,0,0,529,18.779949,0,1,0,0,1,30.965252
24,12,0,0,1,14.3732,19.693501,0,0,576,17.03335,0,0,1,0,1,35.344276
34,12,0,0,1,14.4986,14.322599,0,0,1156,14.4106,0,0,1,1,1,20.515488
44,12,0,0,1,14.4986,14.4246,0,0,1936,14.461599,0,0,1,0,1,14.000159
23,12,0,0,1,14.4986,19.335501,0,0,529,16.917049,0,0,1,0,1,30.496876
51,12,0,0,1,14.5338,19.246,0,0,2601,16.8899,0,0,1,0,1,26.205999
41,12,0,0,1,14.6847,23.274199,0,0,1681,18.97945,0,0,1,0,0,19.372776
37,13,0,0,1,14.6945,8.9516106,0,0,1369,11.823055,0,0,1,0,0,20.744501
26,16,0,0,1,14.6945,11.637099,0,0,676,13.1658,0,0,1,0,1,27.307104
23,13,0,0,1,14.6945,14.322599,0,0,529,14.50855,0,0,1,0,1,32.023556
27,12,0,0,1,14.6945,14.322599,0,0,729,14.50855,0,0,1,0,1,27.337793
21,12,0,0,1,14.6945,15.2177,0,0,441,14.9561,0,0,1,1,1,21.658161
28,12,0,0,1,14.6945,15.933901,0,0,784,15.3142,0,1,0,0,0,26.76137
22,13,0,0,1,14.6945,16.1129,0,0,484,15.4037,0,1,0,1,1,17.499008
20,12,0,0,1,14.6945,16.1129,0,0,400,15.4037,0,0,1,0,0,23.911663
24,16,0,0,1,14.6945,16.471001,0,0,576,15.58275,0,0,1,0,1,32.419868
22,12,0,0,1,14.6945,16.829,0,0,484,15.76175,0,0,1,0,1,12.356852
27,12,0,1,1,14.6945,16.829,0,0,729,15.76175,0,0,1,0,1,25.28166
23,16,0,0,1,14.6945,19.693501,0,0,529,17.194,0,0,1,0,1,31.411314
22,16,0,0,1,14.6945,19.693501,0,0,484,17.194,0,0,1,0,0,29.756504
23,16,0,0,1,14.6945,23.274199,0,0,529,18.984348,0,0,1,0,0,37.446075
20,12,0,0,1,14.6945,26.854801,0,0,400,20.774651,0,0,1,1,1,36.926128
24,12,0,0,1,14.8904,.71970999,0,0,576,7.8050551,0,0,1,0,0,18.517748
26,12,0,0,1,14.8904,10.7419,0,0,676,12.816151,0,1,0,1,1,28.453207
28,15,0,0,1,15.0824,18.6194,0,0,784,16.850901,0,0,1,0,0,22.17433
24,13,0,0,1,15.2823,14.322599,0,0,576,14.80245,0,0,1,0,0,31.740606
50,12,0,0,1,15.2823,14.322599,0,0,2500,14.80245,0,0,1,1,1,23.11227
50,12,0,0,1,15.2823,14.322599,0,0,2500,14.80245,0,0,1,1,1,19.173328
28,13,0,0,1,15.2823,14.322599,0,0,784,14.80245,0,0,1,1,1,11.302485
